RegionName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31
"NEW YORK, NY",0.0418116071590518,0.0407820078782064,0.0403392967988385,0.0394113430384168,0.0389587025213509,0.0386525007493843,0.0389067206944909,0.0393712121711921,0.0396852540415224,0.0402258494020544,0.0401399931863795,0.0399731414026334,0.0388930467478557,0.0384892667436825,0.0380946045832313,0.0379776868159452,0.0375974187235177,0.0371677021595513,0.0372544749366152,0.0373667228393046,0.0377491311758772,0.0377729773995993,0.037824721805675,0.0380511291898445,0.0376797094033111,0.0377545341558502,0.0373537281678324,0.0369944038965446,0.0368615694341128,0.0371492887555887,0.0384477740536562,0.0391124710989273,0.0396284801436651,0.039473629437901,0.0395038594295981,0.0397818428898093,0.0400542148961171,0.0408760092638343,0.0416362534418866,0.0424042289440603,0.0426139601734117,0.0425375111932634,0.042679151068022,0.0425208836082353,0.0421174392404789,0.0421131404420931,0.0422308798528867,,,,,0.0453956580933345,0.0453396552254595,0.0444929886092545,0.0436385489059232,0.0434774212586356,0.0436830525407732,0.0435754767136089,0.0434496794278967,0.0426095396680367,0.0423322773755847,0.042322942817975,0.0432082309608813,0.0436501839319488,0.0437523105617277,0.04371834605677,0.0438374671845006,0.0440266191886357,0.0442942264001124,0.0438832344103464,0.0433935034687266,0.0427889694837953,0.0430310847280713,0.0433568076869929,0.0442723884695856,0.0445134995811345,0.0450503849714945
"LOS ANGELES, CA",0.0316703409916063,0.0313971576408929,0.0313247922913056,0.0307803836668173,0.0302088941360213,0.0295700314182865,0.029403448171392,0.0295875964366198,0.0300478391355766,0.0302623105688827,0.030279077915658,0.029989283765549,0.0296333118997741,0.0293661360112118,0.0292269856995979,0.029231551249137,0.0291425197065506,0.0291157875893859,0.029018282360742,0.0290647157566798,0.0292376792605716,0.0292709292945411,0.029428621754827,0.0307298334025483,0.0320697573964043,0.0325163456556855,0.0310777756713232,0.0302340845737097,0.0300682594495261,0.031289636498498,0.0321176204670784,0.0325314955580638,0.0324046567723997,0.0322103915981197,0.0331460381160495,0.0343490361512437,0.0356988698771747,0.0372218111164649,0.0383716003949882,0.0397596094830837,0.0398524414751615,0.0392933830064194,0.0382202816197149,0.0376910341118452,0.03775408040885,0.037220134966502,0.0384854420307164,0.0402082343893335,0.0422101831933579,0.0419446269856516,0.0414619654229005,0.0410766969045861,0.0403621903815892,0.0386890602603513,0.0370396975807775,0.0363728107042927,0.036586973210329,0.036536788966924,0.0364805313781113,0.0362556279585293,0.036308764589957,0.0369542787333255,0.0378324557235821,0.0388208161329846,0.0391820738695921,0.0385680349312035,0.0381803305252141,0.0372584136067641,0.0367173715994591,0.0362362168822184,0.0358988108376492,0.0359022774740764,0.0359033186687348,0.0364596665963974,0.0369601800975997,0.0372754355874593,0.0368584243344257
"CHICAGO, IL",0.0304660009420434,0.0299422906943743,0.0295800466461307,0.0293567179414712,0.0292958521588335,0.0291303276826071,0.0289674164196044,0.0288668523064826,0.0289658400888655,0.029413492469681,0.029780051308073,0.0298872803558689,0.0294901932077261,0.0291340609565267,0.0289557467417722,0.029000726511698,0.0289898514376521,0.0288996480156899,0.0289684181438248,0.0289373937174017,0.0290186344519727,0.0288257126288061,0.0289544451127381,0.0294854230819413,0.0298058416550526,0.0297180162380812,0.0288612157069942,0.0282767540729041,0.0283038444695461,0.0287458964615317,0.0293443806015379,0.0295424512362716,0.02964869642854,0.0298018762962583,0.0301340501569058,0.0308788165552007,0.0316678422677242,0.0326559963303473,0.0335973673978188,,0.0342683555177109,0.0341789885628984,0.0339449243988816,0.0337827730758386,0.033524005763786,0.0337306102474469,0.034091190364849,0.0347963914377314,0.0359008366576044,0.0371617945325002,0.0379033467713013,0.0375078980609288,0.0365921424668668,0.0354498674891304,0.0350147120678643,0.0348691250403774,0.0346778774993052,0.0344172148433852,0.0343754148690733,0.03458877468035,0.0344557999561928,0.0347803040981385,0.035313895322207,0.035921761743644,0.0356104628168317,0.0353643552156409,0.0349368123191111,0.0343429365980905,0.033387195401856,0.0326401395629153,0.0324017169954245,0.0324720951239412,0.0330190693156034,0.0337540018126406,0.0341868451273536,0.0342151913874206,0.0337388530050075
"DALLAS, TX",0.0274276623018704,0.0270248390028871,0.0265300821242763,0.0259340372957587,0.0256952899127446,0.0252082149522924,0.0248408218334738,0.0247279878351312,0.0248153678515479,0.0250466101333432,0.0254647374712793,0.0257532725886654,0.0256924507306151,0.0251159337208225,0.0246258220839309,0.0241507033746921,0.0239531273761391,0.0240181324612575,0.024247769470789,0.024219613528993,0.0243127556720451,0.0241401142629434,0.0242198100072518,0.0247725027549637,0.0256220612978717,0.0257043046338251,0.0246843419429924,0.0237795380593747,0.0235512444841826,0.0238569624402662,0.0242668956090433,0.0251038957650859,0.0258901831849463,0.0268189484723316,0.0275741591850992,0.0286139506526818,0.0295998515697009,0.0314877031211916,0.0336525455007177,0.0352993608908395,0.0351495266147969,0.0341445266399309,0.0331045702202469,0.0326232617681173,0.0328158868878725,0.0328249298279935,0.0336386353790077,0.0356958221510926,0.0364643457068588,0.0364195440745708,0.0349433639715325,0.0347564977801668,0.0342018414165803,0.0327539631525104,0.0309028321534471,0.0297869421289205,0.0292701292421125,0.0290862105349658,0.0288133505226647,0.0281786891083407,0.028421349389666,0.0281802773838716,0.0284349165256546,0.0276370624679531,0.0273929059608947,0.0268975825621383,0.0269839649553495,0.026757089953487,0.026806286854373,0.0268669215346718,0.0267314191818643,0.0263091438890844,0.0255239194311145,0.0252604531538234,0.0250728124335367,0.025739571680623,0.0258879254279507
"HOUSTON, TX",0.033786145325999,0.0327501645555108,0.0319198939884402,0.0311865124280217,0.0307187235309263,0.0306319540140556,0.0309768392302999,0.0314069199590074,0.0318407698435778,0.032215510225619,0.0326975940944055,0.0322465934726516,0.0315367116956294,0.0302565960330952,0.0296925992379679,0.0290394160432625,0.0286630093399261,0.0284681026653693,0.0285602479373562,0.02852899009125,0.0287499488553047,0.0290751063970107,0.0294765924169356,0.0303023343668097,0.0308654441945327,0.031412581400399,0.0304857249660363,0.0294428994085249,0.0284995505965112,0.028282798002172,0.0283241691296512,0.0286796465779944,0.0291816303566433,0.029882395506411,0.0307975811122617,0.0316642957949035,0.0327383933371773,0.0334156099203337,0.0344476861333373,0.0351527217926056,0.0354460259114741,0.0354590534279909,0.0349284196781417,0.0348495938608644,0.0345250118373961,0.0343107343144656,0.0347047665476316,0.0355606322902931,0.0363885083282858,0.0369356091661685,0.0371351011875295,0.0372068528431976,0.0361476038376517,0.034693119293814,0.033041114871179,0.032550578654976,0.0328349553160194,0.0340392365903496,0.0343366159606649,0.0343577981947273,0.033820498194282,0.0337672102186967,0.0336289447184046,0.033311569886197,0.0328054075085335,0.0321660709232595,0.0319236205455343,0.0318568863361849,0.0320993117442123,0.0326009800074212,0.0325609411240648,0.0321863632602259,0.0314566909567929,0.0313417158936889,0.030911719978509,0.0306750369012842,0.0306350435633829
"WASHINGTON, DC",0.0298185129927841,0.0286373631007409,0.0277612474282723,0.0272968834669159,0.0270726401302947,0.0266005773766379,0.0267115289364417,0.0270825974254331,0.0280216844944075,0.029393515591186,0.0305197786162551,0.0305915435590727,0.0298363901792317,0.0288682276414025,0.0283577319343621,0.0277541105807548,0.0273178705277888,0.0268776662645179,0.0268928880864563,0.0272772028602356,0.0275709151733632,0.0281413968168264,0.0291664587085882,0.031048603385462,0.0312863463285854,0.0301746110659736,0.0283154753796262,0.0274752821302048,0.0279028921591166,0.0286084344567723,0.0293496640362104,0.0291168721579472,0.0287090442250489,0.0290625680407913,0.0302168960699526,0.0316372316484262,0.0322008139388918,0.0332140290525296,0.0341626301912968,0.0346478725852901,0.0338651665649941,0.0324680921073809,0.0313511833112808,0.0305302326155903,0.0304479988405832,0.0309993015884657,0.0322668519769832,0.0329741813059391,0.034180590184585,0.0348102938213583,0.0356886904510229,0.0349967966220858,0.0336083958419076,0.0319134618451433,0.030797670951045,0.0305665957113356,0.0306751649287737,0.0303303467672286,0.0304389206708674,0.031085549714914,0.0320675635532777,0.0324088537874686,0.0325674113909996,0.0331271702253451,0.0330048362746955,0.0325569535345803,0.0312604227540444,0.0308471375749987,0.0302377759265707,0.0310101263850098,0.0311390725292058,0.0315844628018445,0.0319526931643639,0.0323245660931029,0.0326048129830928,0.0319025611096412,0.0312206758906284
"PHILADELPHIA, PA",0.0382421342736817,0.03682738144977,0.035918005137278,0.0349316309461011,0.034510598713157,0.0339434749158174,0.0340544379445429,0.0344005404287681,0.0351767348140138,0.0369382012407737,0.0383203504030898,0.0384319618789297,0.0368027406949598,0.0353539668811588,0.0345506887945041,0.0337130788952331,0.0329752264019704,0.0325685737297155,0.0326318431157229,0.0327695318444645,0.0331860191468432,0.0339567388565836,0.0345938284080821,0.0356632741972242,0.0356420340040658,0.0361354940993455,0.0342727432167966,0.0333251496478839,0.0324313825890325,0.033338307165672,0.0343017644471314,0.0344949222539734,0.0345488177218098,0.0354283568615864,0.0366116093259898,0.0379293420628134,0.0380269951340039,0.0386957283426498,0.0398064400621359,0.0406673042530445,0.0411932565345762,0.0403809758016876,0.039752547444772,0.0389329484667369,0.0388642433104013,0.0393569662375415,0.040154409177844,0.0411407710432348,0.0419301852054844,0.0425226622523853,0.0429720924613196,0.0422948335666952,0.0412893873092401,0.0395251556791673,0.0392530295455217,0.0391451447483207,0.0393180636814872,0.0390811016706158,0.038740767381938,0.0387151609562792,0.038973880095435,0.039400405416282,0.0397356396508848,0.0395316692852195,0.0392738812770398,0.0393170558068896,0.038811508728214,0.0382826865779107,0.0371774143011664,0.0373368342070542,0.0379998983887723,0.0383452243926649,0.038271128096565,0.0375866837673343,0.0374092479391658,0.0367157605576092,0.0363613682680194
"MIAMI, FL",0.0369470947292407,0.0361858330208875,0.0354665073982268,0.0343473615196513,0.0336423204395225,0.0328325253422557,0.0325423929699567,0.0326159097837554,0.0331569224999409,0.0341887751946231,0.0346292616059008,0.0349805560104419,0.034726431557729,0.0344852817911474,0.0338962531973387,0.0332025600259732,0.0327221063038219,0.0323882791567543,0.0322888522590748,0.0322987909808447,0.0328271256580851,0.033389197032917,0.034214895330902,0.0354352339293671,0.0361668254858143,0.0361432314644611,0.0349093375710449,0.0340890038286378,0.0335971737582422,0.0334564675553801,0.0338428979600659,0.0341317629662828,0.0343123219890684,0.0342498618625049,0.0352319573711271,0.0360351393952282,0.0367210285604397,0.0366173131669942,0.037479632249674,0.0385742680057253,0.039475799815826,0.0395437010891458,0.0393966087635591,0.0388546310879598,0.0387078060964007,0.0388078520399313,0.0397959847747604,0.0414381612496968,0.0426810058028447,0.0436935143614623,0.0439736168669353,0.044472323916857,0.0436814352397215,0.0421700029973829,0.0403077125424893,0.0393161999634973,0.038607925492533,0.0385101876372189,0.0386529307368762,0.0391334340150741,0.0387704130093139,0.0384678615336525,0.0378163721637608,0.0375512291425108,0.0370163037738965,0.036609123327214,0.0358658676813679,0.0352666941427363,0.0348595128602619,0.0353289281888959,0.0358129044174704,0.0365288245904795,0.0366573138939416,0.0364650654433721,0.0359130406901025,0.0355452219501209,0.0351477024689493
"ATLANTA, GA",0.0318764120060458,0.0306797736357654,0.0295156024197533,0.0288288266081971,0.0287830726240387,0.0285474159905376,0.0285861984409888,0.028542798219512,0.0281636081122486,0.0277690641186102,0.0273425221548427,0.0278015041460243,0.0276119569003973,0.0269860788146604,0.0262127507349694,0.0260894535764337,0.0263123474542789,0.0262979255835567,0.0256991878397848,0.0252974183809886,0.0249596047743845,0.0252554160019058,0.0259566351478024,0.0274443814999913,0.0289270173688242,0.0291713632699789,0.0282374684815773,0.0270881376529511,0.0266275306342644,0.0269169584507433,0.0277283141613948,0.0289955182092845,0.0300880042764012,0.0306869476884305,0.0318096901872609,0.0328891772977113,0.0341100201276223,0.0349450354588462,0.035709110573573,0.0367645468441886,0.0371022455763649,0.0379247465421909,0.0370939702629659,0.0368044338146495,0.0359699231612206,0.035988437981375,0.0359008111297792,0.0368225023738891,0.0383898142596702,0.0391029768645106,0.0389736828830209,0.0377525275107717,0.0361650520850335,0.0343326927053209,0.0327358894516128,0.0323516483638473,0.0318712206472788,0.0322525589359093,0.0320122628945321,0.0322474243538427,0.0320125794400696,0.0322056054684963,0.0322554217979737,0.0325280413759417,0.0324151953770649,0.0319478637195935,0.0308918495930897,0.0305187274334186,0.0303500127257202,0.0312307771325374,0.0310128731248715,0.0304644943695504,0.0294910820573559,0.0288751847702985,0.0287097072266256,0.0287489458416571,0.0291407789897373
"BOSTON, MA",0.0347044241078945,0.0345186846228807,0.0351111844984841,0.0346123411969318,0.0342958056088748,0.0335941204498885,0.0336170430328076,0.033474981587851,0.03314416423192,0.0330967842374188,0.0328090206406395,0.032639327345859,0.0322415969413197,0.032646466771655,0.0330855622068471,0.0332102586467751,0.0327894150547438,0.0324518774976888,0.0326675955128878,0.0324215467895428,0.0322409059417091,0.0311542849163533,0.0310260986295452,0.0316924268616667,0.0325652126130392,0.0329537613120247,0.0322143069355476,0.0322634473557274,0.0326465311709767,0.0335734543018214,0.0343030426732861,0.0344964174801346,0.0345120158560841,0.0337455120645928,0.0336202519225177,0.0332730343527315,0.033941112620025,0.0352368615437165,0.0374748175883511,0.0391793622615908,0.040611815950061,0.0406028486723634,0.0404353317185014,0.0392723095233156,0.0386124241641964,0.0377245385268196,0.0374504759490933,0.0388595911321246,0.0406545922822239,0.0419112341355251,0.0424563182733802,0.0428895846468724,0.0428222786912489,0.0411693002435869,0.0403449098948192,0.0400928965472933,0.040279071265562,0.0381758955125338,0.0368576793961104,0.0356249572534541,0.0367148464613018,0.037637405759807,0.039488734814881,0.0398953597756657,0.0395862941739706,0.0391404104350095,0.0389023394658891,0.0390979677496657,0.0382470425525564,0.0367534987737597,0.0361906164227288,0.0361959135504273,0.0376807158666407,0.0385414500282154,0.0391260253375999,0.0393859863139524,0.0386599914232999
